date,source,medium,campaign,cost,impressions,clicks,users,revenue
1/4/2024,meta,social,chrome_launch_switch,$60.84,2687,2142,365,$822.16
1/14/2024,brightedge--c.vf.force.com,organic,(referral),$16.37,8239,7409,181,$831.39
1/25/2024,momentum.com,organic,chrome_launch_switch,$47.85,8274,7973,586,$362.63
1/5/2024,chrome_launch_switch,referral,(organic),$28.51,4061,3265,428,$978.66
1/26/2024,chrome_launch_switch,referral,solution_marketing,$62.95,4135,3233,692,$199.33
1/11/2024,linkedin.com,paid,(referral),$19.06,5260,4596,218,$259.33
1/3/2024,boards.greenhouse.io,social,(direct),$52.15,8401,8135,736,$314.24
1/21/2024,app.amplemarket.com,referral,service_strategy,$44.83,1097,1030,792,$245.80
1/19/2024,brightedge--c.vf.force.com,social,christmas_cmp,$53.79,5607,4783,270,$186.68
1/1/2024,momentum.com,organic,solution_data,$84.91,1489,779,740,$643.46
1/26/2024,yandex.ru,referral,solution_data,$52.07,2205,2137,388,$629.26
1/19/2024,linkedin.com,paid,solution_marketing,$64.29,8654,8262,563,$690.96
1/10/2024,linkedin.com,(none),(referral),$41.94,9701,9590,722,$341.14
1/29/2024,brightedge--c.vf.force.com,referral,solution_marketing,$67.52,3423,2717,803,$973.34
1/21/2024,boards.greenhouse.io,(none),(referral),$11.91,5328,4686,130,$773.10
1/4/2024,chrome_launch_switch,organic,solution_marketing,$46.03,4727,3861,261,$451.90
1/21/2024,gdmsugar.gartner.com,paid,service_strategy,$33.16,6306,5568,106,$549.49
1/22/2024,yandex.ru,organic,(referral),$45.76,3271,2677,894,$668.42
1/23/2024,bing,organic,service_strategy,$70.36,1794,1184,130,$492.36
1/10/2024,brightedge--c.vf.force.com,(none),(direct),$15.71,1620,1307,535,$618.17
1/12/2024,meta,social,(organic),$69.97,4636,3830,948,$904.80
1/5/2024,linkedin.com,paid,service_strategy,$57.64,7769,6958,165,$183.85
1/22/2024,boards.greenhouse.io,social,(referral),$13.78,1768,940,956,$247.39
1/2/2024,momentum.com,paid,christmas_cmp,$21.17,4341,3526,897,$505.02
1/20/2024,yandex.ru,referral,(organic),$22.60,6105,5860,103,$477.81
1/15/2024,google,paid,solution_data,$27.15,9139,8459,640,$940.71
1/8/2024,gdmsugar.gartner.com,social,solution_marketing,$18.72,4465,4154,156,$607.30
1/18/2024,gdmsugar.gartner.com,paid,chrome_launch_switch,$58.66,6496,6176,373,$727.40
1/17/2024,meta,social,chrome_launch_switch,$62.09,1354,1318,380,$148.64
1/9/2024,linkedin.com,organic,solution_marketing,$88.15,9045,8248,520,$374.07
1/12/2024,yandex.ru,organic,(referral),$36.19,4035,3961,702,$253.99
1/10/2024,chrome_launch_switch,(none),solution_data,$97.73,3822,3326,358,$992.38
1/10/2024,app.amplemarket.com,(none),service_strategy,$57.73,3003,2787,279,$240.86
1/24/2024,meta,(none),christmas_cmp,$11.99,3540,3298,525,$498.50
1/23/2024,momentum.com,(none),(direct),$55.10,2768,1873,296,$316.03
1/26/2024,meta,organic,chrome_launch_switch,$92.57,1992,1769,812,$826.80
1/20/2024,google,referral,service_strategy,$85.29,4625,4261,183,$355.22
1/25/2024,linkedin.com,social,service_strategy,$72.20,3911,3398,485,$501.57
1/12/2024,chrome_launch_switch,(none),chrome_launch_switch,$83.70,1142,957,183,$362.59
1/21/2024,(direct),(none),(organic),$25.92,5580,4599,460,$719.88
1/22/2024,bing,referral,service_strategy,$79.70,6628,6150,149,$733.30
1/26/2024,(direct),referral,(organic),$26.98,6578,5703,205,$961.59
1/1/2024,brightedge--c.vf.force.com,paid,service_strategy,$15.32,3093,2531,521,$612.57
1/1/2024,momentum.com,paid,(referral),$73.88,1878,1177,397,$109.16
1/14/2024,app.amplemarket.com,referral,(referral),$55.42,9159,9038,771,$391.47
1/8/2024,brightedge--c.vf.force.com,social,(direct),$17.84,7610,6634,759,$407.56
1/24/2024,enterprisemarketingportal.google,social,solution_marketing,$36.86,6030,5582,795,$456.10
1/7/2024,google,paid,(organic),$99.96,8782,8287,323,$302.21
1/22/2024,momentum.com,paid,(direct),$74.99,2284,2023,400,$680.21
1/4/2024,bing,social,(organic),$55.05,4022,3285,483,$398.85
1/28/2024,gdmsugar.gartner.com,organic,(referral),$82.25,4937,4890,764,$550.20
1/7/2024,linkedin.com,social,(direct),$23.69,3807,3758,124,$176.30
1/18/2024,meta,referral,(direct),$72.70,1131,1117,188,$945.03
1/27/2024,yandex.ru,paid,(referral),$85.88,6468,6357,803,$415.45
1/12/2024,momentum.com,organic,(organic),$65.71,3978,3675,951,$462.39
1/10/2024,app.amplemarket.com,organic,chrome_launch_switch,$94.19,4315,3701,389,$963.82
1/6/2024,boards.greenhouse.io,social,solution_marketing,$41.80,6461,5940,360,$171.78
1/12/2024,linkedin.com,social,solution_marketing,$40.23,4843,4329,1000,$351.13
1/9/2024,app.amplemarket.com,(none),christmas_cmp,$49.19,4607,4579,924,$667.47
1/8/2024,brightedge--c.vf.force.com,referral,(organic),$11.96,8562,7981,262,$590.91
1/11/2024,enterprisemarketingportal.google,organic,service_strategy,$62.64,3899,3815,749,$514.92
1/24/2024,(direct),referral,(referral),$10.52,8552,8096,137,$976.67
1/12/2024,(direct),referral,solution_data,$76.89,3055,2703,313,$699.15
1/19/2024,chrome_launch_switch,organic,(referral),$36.94,2821,2653,309,$450.39
1/18/2024,enterprisemarketingportal.google,referral,solution_marketing,$48.76,6239,5534,344,$482.77
1/11/2024,boards.greenhouse.io,paid,(organic),$29.69,4862,3940,996,$502.41
1/25/2024,boards.greenhouse.io,social,solution_marketing,$62.78,3941,3676,464,$590.46
1/26/2024,gdmsugar.gartner.com,organic,solution_marketing,$97.18,6493,6227,486,$691.40
1/29/2024,linkedin.com,(none),solution_marketing,$14.14,8266,7433,876,$612.25
1/26/2024,meta,referral,(direct),$46.17,8887,7944,482,$498.84
1/7/2024,bing,organic,solution_marketing,$51.10,1423,1007,766,$244.93
1/5/2024,yandex.ru,(none),chrome_launch_switch,$13.67,7194,6357,886,$919.27
1/14/2024,brightedge--c.vf.force.com,paid,solution_data,$51.53,3325,3113,121,$319.44
1/29/2024,boards.greenhouse.io,social,chrome_launch_switch,$71.59,7086,6908,935,$224.82
1/7/2024,chrome_launch_switch,organic,service_strategy,$38.11,9444,8851,154,$221.83
1/9/2024,momentum.com,social,(referral),$63.85,1317,383,684,$527.50
1/6/2024,bing,(none),(direct),$93.38,8375,7558,539,$138.01
1/28/2024,linkedin.com,social,(referral),$93.03,2846,2073,555,$481.89
1/4/2024,chrome_launch_switch,referral,(direct),$86.20,9555,8704,680,$624.43
1/8/2024,linkedin.com,organic,christmas_cmp,$47.20,4361,3891,618,$696.98
1/27/2024,(direct),social,solution_data,$88.01,6358,5799,815,$689.69
1/2/2024,google,organic,(direct),$93.87,9425,9074,881,$357.25
1/1/2024,enterprisemarketingportal.google,organic,(organic),$16.62,3425,3287,924,$806.95
1/4/2024,enterprisemarketingportal.google,paid,(direct),$10.65,4986,4068,180,$930.31
1/12/2024,gdmsugar.gartner.com,paid,christmas_cmp,$59.74,3379,2923,738,$404.92
1/8/2024,yandex.ru,paid,solution_data,$73.47,7054,6752,520,$420.85
1/17/2024,momentum.com,(none),(referral),$10.81,5553,4773,791,$461.80
1/12/2024,meta,referral,(organic),$26.07,7206,6543,941,$775.81
1/26/2024,meta,organic,(referral),$37.85,5134,4239,975,$911.65
1/25/2024,gdmsugar.gartner.com,social,(organic),$16.88,2400,1538,282,$556.32
1/22/2024,brightedge--c.vf.force.com,referral,christmas_cmp,$97.80,3782,3598,933,$619.69
1/16/2024,brightedge--c.vf.force.com,referral,solution_marketing,$24.15,7662,6996,647,$448.19
1/16/2024,yandex.ru,referral,(organic),$65.35,9662,9072,690,$745.65
1/6/2024,brightedge--c.vf.force.com,organic,(organic),$62.48,4898,3900,902,$274.45
1/28/2024,chrome_launch_switch,(none),(organic),$71.23,9756,9522,220,$907.14
1/16/2024,chrome_launch_switch,organic,chrome_launch_switch,$13.26,4441,3678,192,$283.34
1/15/2024,(direct),social,solution_data,$44.41,1534,650,594,$430.46
1/10/2024,meta,social,service_strategy,$55.25,8305,7910,990,$847.88
1/8/2024,bing,referral,chrome_launch_switch,$75.56,2208,1240,921,$802.21
1/24/2024,meta,referral,(direct),$10.59,1378,947,924,$779.09
1/17/2024,google,(none),service_strategy,$64.25,7237,6251,137,$176.53
1/28/2024,momentum.com,paid,service_strategy,$42.14,8963,8606,843,$653.44
1/12/2024,(direct),(none),(referral),$50.42,7133,6866,532,$364.67
1/2/2024,google,social,(organic),$63.89,9393,8702,306,$994.53
1/12/2024,yandex.ru,referral,chrome_launch_switch,$41.38,3038,2994,236,$586.57
1/14/2024,google,referral,solution_data,$28.84,1392,714,113,$315.93
1/1/2024,meta,(none),chrome_launch_switch,$42.44,5057,4545,598,$621.23
1/5/2024,brightedge--c.vf.force.com,referral,(direct),$27.55,9446,8455,519,$472.85
1/2/2024,yandex.ru,social,christmas_cmp,$60.34,4368,3713,658,$200.67
1/20/2024,brightedge--c.vf.force.com,(none),(organic),$63.03,4904,4279,217,$377.43
1/25/2024,momentum.com,(none),christmas_cmp,$58.79,4270,3555,473,$957.69
1/25/2024,meta,paid,(referral),$79.23,8841,8773,579,$154.30
1/26/2024,app.amplemarket.com,social,solution_data,$42.67,8675,8281,497,$994.62
1/6/2024,boards.greenhouse.io,(none),service_strategy,$20.86,1537,1399,294,$323.78
1/17/2024,gdmsugar.gartner.com,organic,(referral),$93.14,7934,7876,458,$357.51
1/6/2024,(direct),(none),chrome_launch_switch,$48.13,5452,4677,895,$147.04
1/19/2024,boards.greenhouse.io,referral,christmas_cmp,$82.10,9906,8989,949,$966.99
1/7/2024,linkedin.com,(none),solution_marketing,$30.35,5343,5338,826,$438.27
1/24/2024,bing,social,christmas_cmp,$30.50,4069,3402,897,$837.17
1/17/2024,momentum.com,(none),christmas_cmp,$90.98,4621,4376,857,$235.86
1/20/2024,google,organic,(organic),$81.22,2903,2568,169,$885.44
1/10/2024,app.amplemarket.com,organic,solution_marketing,$75.21,6778,6013,545,$231.66
1/22/2024,meta,(none),(organic),$33.98,4971,4193,876,$654.73
1/28/2024,(direct),(none),solution_marketing,$32.93,7378,7341,490,$476.47
1/1/2024,enterprisemarketingportal.google,paid,(organic),$36.48,4513,4376,949,$814.70
1/2/2024,gdmsugar.gartner.com,(none),(direct),$99.26,6282,5670,416,$953.84
1/3/2024,brightedge--c.vf.force.com,(none),solution_marketing,$13.61,2742,2254,612,$562.32
1/24/2024,(direct),paid,solution_data,$20.15,7473,6977,348,$767.05
1/15/2024,meta,referral,solution_marketing,$49.79,4941,4941,795,$619.94
1/28/2024,linkedin.com,social,chrome_launch_switch,$63.59,2603,2295,276,$132.62
1/7/2024,momentum.com,social,(referral),$44.04,8913,8810,157,$827.84
1/15/2024,(direct),(none),(referral),$82.70,6161,5710,271,$743.42
1/18/2024,linkedin.com,(none),(organic),$77.90,8573,7624,924,$903.96
1/20/2024,yandex.ru,social,solution_data,$81.74,7010,6207,818,$886.53
1/17/2024,(direct),referral,(referral),$95.57,6394,5474,705,$382.64
1/4/2024,app.amplemarket.com,paid,service_strategy,$60.15,6859,6412,504,$361.69
1/25/2024,linkedin.com,paid,chrome_launch_switch,$20.10,4997,4724,534,$830.36
1/8/2024,momentum.com,paid,solution_data,$36.98,8394,8056,578,$823.44
1/6/2024,(direct),organic,service_strategy,$66.45,2050,1850,214,$521.85
1/16/2024,enterprisemarketingportal.google,paid,(organic),$73.58,7599,7175,111,$247.46
1/2/2024,brightedge--c.vf.force.com,organic,service_strategy,$57.78,8640,8360,249,$147.28
1/21/2024,chrome_launch_switch,social,service_strategy,$43.77,7550,7330,482,$185.53
1/10/2024,brightedge--c.vf.force.com,social,chrome_launch_switch,$64.37,9508,8945,836,$275.64
1/20/2024,momentum.com,(none),(referral),$62.42,4634,4311,148,$917.24
1/29/2024,chrome_launch_switch,organic,christmas_cmp,$90.48,7104,6118,634,$295.71
1/16/2024,linkedin.com,paid,(organic),$81.22,7060,6721,563,$866.96
1/20/2024,meta,(none),solution_marketing,$27.02,4328,4114,470,$804.95
1/22/2024,linkedin.com,organic,chrome_launch_switch,$20.69,1939,1830,550,$136.94
1/12/2024,enterprisemarketingportal.google,organic,(direct),$81.06,5134,4443,662,$174.63
1/11/2024,app.amplemarket.com,social,solution_data,$76.81,6509,6318,705,$902.60
1/8/2024,google,referral,solution_data,$38.96,6552,5708,949,$389.76
1/25/2024,linkedin.com,paid,solution_marketing,$81.20,1494,560,557,$438.16
1/16/2024,boards.greenhouse.io,organic,(direct),$57.05,2409,1628,276,$876.82
1/14/2024,brightedge--c.vf.force.com,organic,(direct),$91.26,9560,9560,721,$617.25
1/22/2024,enterprisemarketingportal.google,(none),solution_marketing,$66.05,9405,8871,133,$602.57
1/15/2024,brightedge--c.vf.force.com,social,(direct),$50.53,2278,1418,610,$968.12
1/13/2024,linkedin.com,referral,(organic),$96.59,1863,974,508,$872.27
1/7/2024,gdmsugar.gartner.com,referral,solution_marketing,$74.18,3528,3065,424,$760.70
1/1/2024,boards.greenhouse.io,social,chrome_launch_switch,$81.56,8999,8713,531,$740.83
1/1/2024,bing,organic,(organic),$87.23,9124,8658,938,$634.98
1/16/2024,(direct),organic,service_strategy,$48.35,6481,5486,296,$543.22
1/24/2024,(direct),social,service_strategy,$78.49,8260,7909,676,$603.22
1/2/2024,momentum.com,social,solution_data,$35.73,2545,2270,184,$666.48
1/13/2024,brightedge--c.vf.force.com,referral,(referral),$61.46,6376,6324,320,$719.52
1/24/2024,meta,paid,solution_marketing,$73.52,8149,7440,567,$686.12
1/23/2024,(direct),organic,(referral),$33.72,9282,8561,681,$725.44
1/28/2024,linkedin.com,social,chrome_launch_switch,$75.79,8752,8188,343,$629.15
1/25/2024,momentum.com,social,solution_data,$91.12,5599,5184,397,$560.16
1/15/2024,enterprisemarketingportal.google,organic,(referral),$27.16,6097,5322,999,$372.24
1/1/2024,meta,social,(direct),$85.71,1901,1887,985,$906.04
1/29/2024,gdmsugar.gartner.com,referral,service_strategy,$85.99,6163,5547,456,$801.68
1/12/2024,boards.greenhouse.io,organic,(organic),$47.38,4112,3327,959,$313.43
1/8/2024,chrome_launch_switch,referral,solution_marketing,$95.16,7817,7319,107,$296.24
1/6/2024,app.amplemarket.com,paid,solution_data,$56.51,1050,224,763,$454.22
1/23/2024,yandex.ru,paid,(direct),$89.74,6317,6010,374,$656.95
1/5/2024,yandex.ru,organic,(referral),$43.50,8492,8406,852,$675.66
1/14/2024,chrome_launch_switch,organic,(referral),$60.50,1382,512,185,$929.77
1/10/2024,boards.greenhouse.io,social,solution_data,$35.01,5195,4640,718,$305.65
1/24/2024,enterprisemarketingportal.google,paid,chrome_launch_switch,$56.54,2219,1905,701,$820.86
1/3/2024,momentum.com,organic,(referral),$26.31,5510,4541,877,$380.18
1/4/2024,google,paid,service_strategy,$22.08,9825,9235,986,$588.96
1/27/2024,bing,paid,(organic),$28.74,8922,8439,898,$977.18
1/1/2024,chrome_launch_switch,social,(direct),$17.76,9255,8799,468,$673.54
1/8/2024,momentum.com,paid,(direct),$29.48,7257,6899,379,$501.88
1/12/2024,linkedin.com,(none),(organic),$96.49,4850,3861,632,$524.26
1/19/2024,linkedin.com,referral,christmas_cmp,$55.03,6146,5456,130,$736.90
1/4/2024,bing,(none),service_strategy,$63.29,6584,5959,219,$305.90
1/16/2024,momentum.com,social,chrome_launch_switch,$50.63,7299,6824,241,$195.91
1/18/2024,momentum.com,organic,service_strategy,$39.70,7843,7786,218,$440.92
1/26/2024,momentum.com,referral,christmas_cmp,$10.76,8764,7788,700,$647.94
1/5/2024,meta,referral,solution_data,$42.77,8144,7478,983,$860.44
1/15/2024,boards.greenhouse.io,referral,solution_marketing,$85.77,6792,6692,545,$820.92
1/29/2024,(direct),social,christmas_cmp,$75.57,8348,7811,936,$980.68
1/18/2024,meta,organic,(organic),$39.50,2473,1552,384,$960.24
1/26/2024,app.amplemarket.com,paid,(organic),$79.38,1056,905,726,$803.08
1/21/2024,linkedin.com,paid,(referral),$77.27,3501,2585,285,$911.25
1/29/2024,meta,referral,chrome_launch_switch,$98.07,9191,8761,534,$643.90
1/6/2024,momentum.com,social,christmas_cmp,$50.94,3016,2101,133,$796.61
1/8/2024,meta,(none),christmas_cmp,$92.85,9536,8743,560,$421.03
1/29/2024,app.amplemarket.com,paid,service_strategy,$46.47,3870,3191,886,$145.55
1/7/2024,app.amplemarket.com,referral,service_strategy,$65.00,8620,8414,236,$472.89
1/4/2024,gdmsugar.gartner.com,referral,(organic),$66.70,2091,1341,406,$377.70
1/20/2024,google,organic,solution_data,$70.35,4189,3476,509,$664.94
1/6/2024,app.amplemarket.com,referral,christmas_cmp,$68.04,2880,2614,986,$358.91
1/7/2024,boards.greenhouse.io,referral,christmas_cmp,$72.70,8735,8103,829,$416.37
1/7/2024,app.amplemarket.com,referral,(organic),$95.82,3894,3856,870,$313.98
1/24/2024,meta,social,solution_data,$38.67,6349,5569,756,$382.93
1/2/2024,bing,referral,service_strategy,$79.03,6174,5538,109,$881.27
1/17/2024,brightedge--c.vf.force.com,organic,solution_marketing,$20.47,8567,7724,168,$741.90
1/5/2024,linkedin.com,(none),solution_marketing,$17.51,4620,3694,378,$252.20
1/12/2024,boards.greenhouse.io,paid,solution_data,$91.33,6572,5819,227,$588.77
1/17/2024,bing,social,christmas_cmp,$10.44,9349,9331,953,$236.90
1/13/2024,enterprisemarketingportal.google,(none),christmas_cmp,$72.80,5613,5440,622,$184.01
1/12/2024,meta,paid,(referral),$18.22,4894,4841,204,$796.87
1/8/2024,bing,(none),chrome_launch_switch,$95.47,7950,7496,964,$108.10
1/27/2024,momentum.com,organic,chrome_launch_switch,$17.15,2707,2354,728,$588.61
1/28/2024,enterprisemarketingportal.google,(none),chrome_launch_switch,$69.30,9500,9018,834,$955.99
1/5/2024,boards.greenhouse.io,(none),(organic),$43.92,3557,2706,510,$744.67
1/24/2024,chrome_launch_switch,organic,solution_data,$51.40,4495,4128,595,$490.82
1/29/2024,gdmsugar.gartner.com,social,service_strategy,$17.84,6495,5709,900,$558.82
1/13/2024,(direct),referral,solution_data,$22.60,1541,1256,834,$521.55
1/9/2024,google,social,solution_data,$82.54,7559,6764,508,$786.65
1/1/2024,meta,organic,(organic),$76.96,8555,7634,681,$952.09
1/22/2024,app.amplemarket.com,organic,(referral),$95.77,6597,6095,134,$649.59
1/10/2024,bing,organic,solution_marketing,$47.30,6574,5952,810,$864.23
1/22/2024,boards.greenhouse.io,(none),solution_data,$54.12,2144,1479,897,$794.44
1/28/2024,linkedin.com,paid,chrome_launch_switch,$77.46,9802,9498,908,$806.86
1/22/2024,brightedge--c.vf.force.com,referral,service_strategy,$27.07,1742,1306,614,$707.66
1/21/2024,yandex.ru,social,solution_marketing,$73.86,3720,3686,631,$385.62
1/11/2024,app.amplemarket.com,social,chrome_launch_switch,$50.13,5967,5252,838,$596.25
1/11/2024,bing,(none),solution_data,$89.02,3278,2638,145,$205.91
1/3/2024,yandex.ru,organic,(referral),$44.24,7257,6722,372,$898.70
1/9/2024,chrome_launch_switch,referral,(direct),$28.97,7618,6771,679,$393.68
1/4/2024,gdmsugar.gartner.com,organic,(organic),$11.97,4561,4367,549,$692.13
1/10/2024,linkedin.com,paid,(referral),$78.33,8975,8522,857,$406.44
1/1/2024,chrome_launch_switch,referral,solution_marketing,$49.43,8455,7709,262,$746.33
1/2/2024,boards.greenhouse.io,(none),christmas_cmp,$29.31,2549,1949,611,$237.33
1/25/2024,gdmsugar.gartner.com,referral,service_strategy,$57.03,1067,469,468,$244.51
1/26/2024,(direct),(none),(direct),$11.17,4115,4096,362,$367.67
1/18/2024,bing,social,(direct),$68.58,2048,1110,325,$442.53
1/28/2024,brightedge--c.vf.force.com,paid,christmas_cmp,$98.78,3149,2724,547,$565.33
1/25/2024,boards.greenhouse.io,referral,chrome_launch_switch,$85.82,2817,2225,937,$695.55
1/2/2024,app.amplemarket.com,referral,(direct),$30.49,4502,3919,318,$776.39
1/10/2024,brightedge--c.vf.force.com,social,(referral),$36.12,6217,5975,602,$350.87
1/16/2024,momentum.com,organic,(direct),$28.69,7766,7494,775,$841.51
1/16/2024,momentum.com,social,(direct),$35.61,7618,6961,227,$110.10
1/17/2024,bing,organic,chrome_launch_switch,$78.47,3485,2927,947,$920.82
1/9/2024,boards.greenhouse.io,paid,(organic),$70.73,9761,9626,145,$996.97
1/5/2024,momentum.com,organic,(organic),$64.56,4557,3988,644,$453.42
1/11/2024,chrome_launch_switch,social,christmas_cmp,$92.54,4114,3828,512,$990.61
1/29/2024,enterprisemarketingportal.google,paid,(direct),$26.60,8938,8767,135,$937.41
1/8/2024,brightedge--c.vf.force.com,paid,(direct),$39.06,2801,2035,342,$491.88
1/9/2024,yandex.ru,referral,chrome_launch_switch,$70.34,9362,9211,262,$580.59
1/6/2024,linkedin.com,(none),(referral),$70.26,6678,5678,510,$196.77
1/10/2024,brightedge--c.vf.force.com,(none),service_strategy,$78.54,4055,3660,396,$302.26
1/5/2024,brightedge--c.vf.force.com,(none),(direct),$80.35,3118,2269,409,$819.61
1/8/2024,chrome_launch_switch,referral,chrome_launch_switch,$81.70,5034,4152,180,$734.88
1/15/2024,enterprisemarketingportal.google,(none),christmas_cmp,$79.77,2135,1643,494,$502.43
